id_festival,date_debut,date_fin,lieu_principal,nb_pass_dispo,nb_pas_indispo,nb_pass_total,nom,site_web,status,tarif_pass,commune,domaine,sous_domaine
1574,2024-07-21,2024-08-04,LA VOULTE SUR RHONE,,,170,KIOSQUES A MUSIQUE,http://www.kiosquesamusique.com,,28,07349,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1575,2024-09-09,2024-09-30,PARIS,,,58,KIOSQUORAMA,www.kiosquorama.org,,9,75101,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1576,2024-06-03,2024-06-09,SETE,,,175,K-LIVE,www.k-live.fr,,16,34301,TRANSDISCIPLINAIRE,"ART URBAIN, ART CONTEMPORAIN, MUSIQUES ACTUELLES."
1577,2024-11-17,2024-11-17,MONTPELLIER,,,290,KOA JAZZ FESTIVAL,www.festivalrencontreskoajazz.wordpress.com,,29,34172,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1578,2024-07-21,2024-07-22,CARPENTRAS,,,226,Kolorz Festival Edition été,,,25,84031,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1579,2024-02-09,2024-02-10,CARPENTRAS,,,123,Kolorz Festival Edition hiver,http://kolorzfestival.com,,18,84031,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1580,2024-03-08,2024-03-10,PARIS,,,297,LAutre Salon,https://www.lautrelivre.fr/,,31,75101,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1581,2024-09-06,2024-09-17,PARIS,,,272,LEtrange festival,http://www.etrangefestival.com/,,24,75101,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL
1582,2024-07-14,2024-07-18,AVIGNON,,,283,LA ! C'EST DE LA MUSIQUE,http://www.lacestdelamusique.com,,17,84007,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
1583,2024-10-11,2024-10-13,LE MANS,,,118,La 25e Heure du livre,www.la25eheuredulivre.fr,,31,72181,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1584,2024-05-31,2024-06-01,Bretignolles sur Mer,,,261,LA 7EME VAGUE,www.7vague.com,,8,85035,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1585,2024-07-20,2024-08-18,LA BAULE,,,258,LA BAULE JAZZ FESTIVAL,www.mairie-labaule.fr/,,21,44055,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1586,2024-03-09,2024-03-10,Fourques sur Garonne,,,206,La BD est dans le pré,,,9,47101,LIVRE ET LITTÉRATURE,BANDE DESSINÉE
1587,2024-05-25,2024-05-26,PARIS,,,143,LA BIBLIOTHEQUE PARLANTE,https://www.bnf.fr/fr,,10,75101,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1588,2024-03-29,2024-03-31,CHANTEIX,,,70,LA BOITE EN ZINC FAIT SON FESTIVAL,https://www.tuberculture.fr/sujet/boite-zinc/,,23,19042,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1589,2024-06-24,2024-06-25,DUNKERQUE,,,243,La Bonne Aventure,,,13,59183,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1590,2024-08-05,2024-08-05,Cheffois,,,99,La Bouillie à Sosso,www.labouillieasosso.fr,,24,85067,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1591,2024-09-01,2024-09-03,Monein,,,68,La Cabanne des Arts,https://fr-fr.facebook.com/lacabannedesarts/,,23,64393,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1592,2024-05-17,2024-05-19,MONTPELLIER,,,79,La Comédie du livre,https://comediedulivre.fr/,,13,34172,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1593,2024-03-19,2024-04-17,MONTPELLIER,,,235,LA COMEDIE DU RIRE,http://www.montpellier3m.fr/comedie-du-rire-2019,,25,34172,DIVERS SPECTACLE VIVANT,HUMOUR
1594,2024-07-07,2024-07-28,VIC LE COMTE,,,269,LA COMTÉ AU CLAIR DE LUNE,www.vic-le-comte.fr,,29,63457,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1595,2024-10-13,2024-10-14,PARASSY,,,282,LA CUVEE DE PARASSY,http://festivaldeparassy.fr/,,15,18176,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1596,2024-06-26,2024-07-02,PUTEAUX,,,192,LA DEFENSE JAZZ FESTIVAL,www.ladefensejazzfestival.hauts-de-seine.net,,26,92062,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1597,2024-05-25,2024-06-10,LA ROCHE SUR YON,,,161,LA DEFERLANTE DE PRINTEMPS,,,8,85191,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1598,2024-07-02,2024-09-01,LA ROCHE SUR YON,,,286,LA DEFERLANTE D'ETE,www.ladeferlante.com,,33,85191,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1599,2024-05-12,2024-05-13,PARIS,,,226,LA DUBERIE,,,27,75101,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1600,2024-07-07,2024-07-08,TOURNAN EN BRIE,,,210,LA FERME ELECTRIQUE,http://www.la-ferme-electrique.fr/,,26,77470,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1601,2024-07-01,2024-07-01,Corbie,,,174,LA FETE DANS LA RUE A CORBIE,www.mairie-corbie.fr/fete-dans-la-rue-a-corbie,,31,80212,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1602,2024-07-27,2024-07-29,COGNAC,,,215,LA FETE DU COGNAC,www.lafeteducognac.fr,,9,16102,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1603,2024-09-08,2024-09-09,Geveze,,,53,LA FLUME ENCHANTEE,www.festival-laflumeenchantee.fr,,20,35120,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1604,2024-01-31,2024-02-04,NANTES,,,176,La Folle Journée,www.follejournee.fr,,27,44109,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
1605,2024-02-01,2024-02-05,NANTES,,,294,LA FOLLE JOURNÉE EN RÉGION DES PAYS DE LA LOIRE,www.fra,,31,44109,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
1606,2024-01-12,2024-04-13,DIJON,,,280,LA FONTAINE DU RIRE,http://www.la-tete-de-mule.fr/,,33,21231,DIVERS SPECTACLE VIVANT,HUMOUR
1607,2024-10-20,2024-10-22,PARIS,,,239,La Grande Échelle,http://www.lemonfort.fr/programmation/festival-la-grande-echelle,,21,75101,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1608,2024-07-21,2024-07-22,LANDRESSE,,,291,LA GUERRE DU SON,www.laguerreduson.com,,13,25325,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1609,2024-10-13,2024-10-14,IVRY SUR SEINE,,,95,LA JIMI,www.jimifestivaldemarne.org,,13,94041,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1610,2024-03-16,2024-03-17,Mutzig,,,155,LA JOURNEE DE LA GUITARE A MUTZIG,www.jdlg.eu,,12,67313,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1611,2024-07-25,2024-07-30,LA LONDE LES MAURES,,,221,LA LONDE JAZZ FESTIVAL,http://www.lalondejazzfestival.com,,13,83071,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1612,2024-06-10,2024-06-10,LA LOUPE,,,118,LA LOUPE FAIT SON FESTIVAL,http://www.festivallaloupe-24.webself.net,,27,28214,MUSIQUES ACTUELLES,CHANSON
1613,2024-06-13,2024-06-15,REIMS,,,78,LA MAGNIFIQUE SOCIETY,www.lamagnifiquesociety.com,,19,51454,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1614,2024-05-10,2024-05-14,Hurigny,,,176,La Manufacture d'idées,http://lamanufacturedidees.org/,,24,71235,LIVRE ET LITTÉRATURE,SCIENCES HUMAINES ET SOCIALES
1615,2024-04-05,2024-04-06,ALES,,,145,La Meuh Folle,www.meuhfolle.com,,31,30007,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1616,2024-08-24,2024-08-30,PONT A MOUSSON,,,141,la Mousson d'été,http://www.meec.org/,,15,54431,THÉÂTRE,THÉÂTRE
1617,2024-06-30,2024-07-02,NORT SUR ERDRE,,,225,LA NUIT DE L'ERDRE,www.lanuitdelerdre.fr,,8,44110,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1618,2024-06-30,2024-07-01,DOUARNENEZ,,,165,LA NUIT DES SABLES BLANCS,http://lanuitdessablesblancs.fr/,,9,29046,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1619,2024-06-15,2024-07-06,CABANNES,,,153,LA NUIT DU BLUES DE CABANNES,http://lanuitdubluesdecabannes.com,,22,13018,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1620,2024-07-07,2024-07-09,THIERS,,,74,La Pamparina,www.pamparinalefestival.com,,35,63430,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1621,2024-05-24,2024-05-26,ST MALO,,,238,LA PETITE VAGUE,https://lanouvellevague.org/actions-culturelles/la-petite-vague/,,23,35288,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1622,2024-04-05,2024-04-07,SAILLY SUR LA LYS,,,186,LA PIPOSA,www.piposa.fr,,28,62736,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
1623,2024-07-29,2024-08-26,CREON,,,216,LA PISTE SOUS LES ETOILES,www.larural.fr/,,31,33140,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1624,2024-05-04,2024-05-05,ARCACHON,,,58,La plage aux écrivains,http://www.arcachon.com/plage_aux_ecrivains.html,,35,33009,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1625,2024-05-17,2024-05-18,Cormery,,,199,LA POULE A FACETTES,assoartlequin.wix.com/lapouleafacettes,,34,37083,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1626,2024-09-15,2024-09-16,AUBERIVE,,,225,La Poule des Champs,www.lapouledeschamps.com,,17,51019,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1627,2024-08-25,2024-08-27,Mauvaisin,,,74,LA POUTRE,http://lapoutre.festival.free.fr/,,18,31332,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1628,2024-08-17,2024-08-20,ST MALO,,,205,La Route du rock,www.laroutedurock.com,,18,35288,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1629,2024-02-20,2024-02-24,ST MALO,,,225,LA ROUTE DU ROCK - COLLECTION HIVER,www.laroutedurock.com,,21,35288,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1630,2024-08-07,2024-08-26,NEXON,,,294,LA ROUTE DU SIRQUE,http://www.sirquenexon.com,,21,87106,CIRQUE ET ARTS DE LA RUE,CIRQUE
1631,2024-06-14,2024-06-16,ST CHAMOND,,,219,LA RUE DES ARTISTES,www.laruedesartistes.fr,,20,42207,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1632,2024-06-15,2024-06-17,AMIENS,,,292,La Rue est à Amiens,http://www.larueestaamiens.com/,,27,80021,CIRQUE ET ARTS DE LA RUE,CIRQUE ET ARTS DE LA RUE
1633,2024-08-24,2024-08-26,MOYRAZES,,,288,LA RUE EST A MOY,http://www.aveyron-culture.com/diffusio/contact/moyrazes/anim-a-moy_TFO118397.php,,18,12162,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1634,2024-06-30,2024-07-01,Allaire,,,78,LA RUE RALE,https://www.facebook.com/laruerale/,,9,56001,TRANSDISCIPLINAIRE,CULTURES URBAINES
1635,2024-03-25,2024-03-31,TOULOUSE,,,262,LA SEMAINE DU ROCK,www.progres-son.fr,,21,31555,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1636,2024-07-07,2024-07-08,PLANFOY,,,73,LA TAWA,http://latawa.fr/,,34,42172,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1637,2024-10-13,2024-11-26,NARBONNE,,,106,LA TEMPORA,www.culture.legrandnarbonne.com,,35,11262,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1638,2024-06-15,2024-06-16,LYON,,,124,LA TERRASSE ECAM FESTIVAL,,,23,69381,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1639,2024-03-13,2024-04-17,NANTERRE,,,258,LA TERRE EST A NOUS,http://www.nanterre.fr/,,35,92050,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
1640,2024-03-09,2024-03-16,ANGOULEME,,,182,LA TETE DANS LES NUAGES,www.theatre-angouleme.org,,35,16015,PLURIDISCIPLINAIRE SPECTACLE VIVANT,JEUNE PUBLIC
1641,2024-06-08,2024-06-08,VOISINS LE BRETONNEUX,,,129,LA TOUR MET LES WATTS,,,14,78688,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1642,2024-10-06,2024-10-21,MUNSTER,,,245,LA VALLEE DES CONTES,http://valleedescontes.org/,,28,68226,DIVERS SPECTACLE VIVANT,CONTE
1643,2024-09-15,2024-09-16,VALREAS,,,178,La Valse des As,https://fr-fr.facebook.com/pages/category/Community/la-Valse-des-As-123943874282786/,,20,84138,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1644,2024-11-22,2024-11-24,CREIL,,,124,La Ville aux livres - Salon du livre et de la BD,http://www.lavilleauxlivres.com/,,34,60175,LIVRE ET LITTÉRATURE,LIVRE DE JEUNESSE
1645,2024-09-14,2024-09-17,SENS,,,106,LA VOIX DANS TOUS LES SENS,www.asso-ardev.com,,14,89387,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1646,2024-07-26,2024-08-10,LABEAUME,,,166,LABEAUME EN MUSIQUES,http://www.labeaume-festival.org,,20,07115,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
1647,2024-09-28,2024-09-30,RODILHAN,,,149,Label Rue,www.labelrue.fr/,,34,30356,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1648,2024-09-08,2024-09-10,Pressigny les Pins,,,224,LABEL VALETTE,http://www.labelvalettefest.com,,10,45257,ARTS PLASTIQUES ET VISUELS,STREET ART
1649,2024-04-02,2024-04-06,ANNECY,,,151,LAC IN BLUE,www.lac-in-blue.com,,23,74010,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1650,2024-05-28,2024-06-02,ST Quentin La Poterie,,,50,L'ACCORDEON PLEIN POT,https://www.officeculturel.com/events/festival-accordeon-plein-pot/,,35,30295,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1651,2024-06-04,2024-06-08,PARIS,,,149,LACHER D'ARTISTES,http://www.manufacturechanson.org,,13,75101,MUSIQUES ACTUELLES,CHANSON
1652,2024-09-21,2024-10-07,ST DENIS LA CHEVASSE,,,253,L'AIR D'EN RIRE,www.airdenrire.fr,,23,85208,DIVERS SPECTACLE VIVANT,HUMOUR
1653,2024-05-10,2024-05-13,LIGNIERES,,,155,L'air du temps,www.bainsdouches-lignieres.fr,,27,18127,MUSIQUES ACTUELLES,CHANSON
1654,2024-06-30,2024-07-01,EVRY,,,55,LAMANO FESTIVAL,,,22,91228,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1655,2024-06-09,2024-06-11,CHAMPLIVE,,,76,l'Annuelle,http://artistesalacampagne.fr/presentation_de_l_annuelle.html,,10,25116,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1656,2024-05-31,2024-08-01,PARIS,,,93,LAPLAGE A GLAZART,www.glazart.com,,34,75101,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1657,2024-05-17,2024-05-19,LORE,,,111,L'APPEL AU BOIS NORMAND,lappelauboisnormand.fr/,,20,61001,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE
1658,2024-02-26,2024-03-01,LA BOURBOULE,,,72,LARSENIK FESTIVAL,http://ville-labourboule.com/sortir/lagenda-des-animations/event/1782-larsenik-festival.html,,15,63047,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1659,2024-09-09,2024-09-09,ATTIGNAT,,,99,L'ART SCENE FESTIVAL,www.lartscenefestival.com,,21,01024,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1660,2024-08-05,2024-08-05,CHEVANCEAUX,,,294,LARYROCK FESTIVAL,www.laryrock-festival.fr/,,16,17104,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1661,2024-09-01,2024-09-03,Soorts Hossegor,,,137,Latinossegor,,,8,40304,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
1662,2024-06-06,2024-06-25,LILLE,,,274,LATITUDES CONTEMPORAINES,http://latitudescontemporaines.com,,15,59350,DANSE,DANSE CONTEMPORAINE
1663,2024-09-22,2024-09-23,MORTHOMIERS,,,54,L'AUTOMNE DE MORTHOMIERS,http://www.automne-morthomiers.com,,8,18157,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1664,2024-08-02,2024-08-09,Lagrasse,,,115,Le Banquet du livre d'été à Lagrasse,https://www.lamaisondubanquet.fr/banquets/,,14,11185,LIVRE ET LITTÉRATURE,SCIENCES HUMAINES ET SOCIALES
1665,2024-05-17,2024-05-19,PARIS,,,208,LE BEAU FESTIVAL,www.lebeaufestival.com,,11,75101,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1666,2024-10-06,2024-10-07,Aubigny Sur Nere,,,162,LE BERRY A DU COEUR,www.le-berry-a-du-coeur-festival-solidaire.com,,26,18015,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1667,2024-05-24,2024-05-26,MARSEILLE,,,173,LE BON AIR,www.bi-pole.org,,15,13201,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1668,2024-08-16,2024-08-19,LE BUIS,,,75,LE BUIS BLUES FESTIVAL,www.lebuisbluesfestival.com,,8,87023,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES"
1669,2024-08-25,2024-08-27,Hornoy le Bourg,,,198,LE CHAHUT VERT,www.lechahutvert.com,,34,80443,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1670,2024-09-17,2024-09-22,LAVAL,,,169,Le Chainon manquant,www.lechainon.fr,,26,53130,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1671,2024-07-29,2024-07-29,PLOUHINEC,,,54,LE CHANT DE L EUCALYPTUS,http://www.chant-eucalyptus.com,,27,56169,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1672,2024-09-29,2024-10-01,ST JEAN DES VIGNES,,,120,LE CHANT DES PIERRES,http://www.ekleknopopulace.fr/,,11,69212,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1673,2024-11-28,2024-12-03,REIMS,,,173,LE CHARABIA FESTIVAL,https://www.charabiafestival.com,,28,51454,MUSIQUES ACTUELLES,CHANSON
1674,2024-06-03,2024-06-04,NOYELLES SOUS BELLONNE,,,200,LE CHEZ OIM FEST,www.chezoimfest.fr,,13,62627,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1675,2024-08-04,2024-08-06,DOMMARIEN,,,179,LE CHIEN A PLUMES,www.chienaplumes.fr,,30,52170,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1676,2024-07-19,2024-07-21,CONCARNEAU,,,163,LE CHIEN JAUNE FESTIVAL DU POLAR DE CONCARNEAU,http://www.lechienjaune.fr/,,26,29039,LIVRE ET LITTÉRATURE,LITTÉRATURE POLICIÈRE
1677,2024-09-27,2024-09-30,POITIERS,,,102,LE CIRCUIT,http://www.confort-moderne.fr/fr/,,35,86194,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1678,2024-04-24,2024-04-27,PARIS,,,123,LE COSMOS RUSSE,https://www.theatre-latalante.com/,,32,75101,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1679,2024-08-18,2024-08-19,TEISSIERES LES BOULIES,,,298,LE DIAMANT VERT,https://www.diamantvert.org/,,25,15234,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1680,2024-08-11,2024-08-13,STRASBOURG,,,138,Le FARSe,https://ete.strasbourg.eu/farse-festival-arts-de-la-rue,,8,67482,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1681,2024-10-14,2024-10-14,GASNY,,,176,LE FESTIF DE GANAM,www.gasny.fr/,,8,27279,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1682,2024-07-11,2024-07-16,Alba la Romaine,,,201,Le Festival d'Alba,http://lefestivaldalba.org,,33,07005,CIRQUE ET ARTS DE LA RUE,CIRQUE
1683,2024-07-08,2024-07-12,CLUNY,,,287,Le Festival de Musiques daujourdhui à demain,http://clunycontemporaine.org/,,22,71137,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE
1684,2024-06-16,2024-06-29,PARIS,,,96,Le Festival de Paris,http://lefestival.paris/,,8,75101,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
1685,2024-07-27,2024-08-05,PHALSBOURG,,,142,Le festival de théâtre de Phalsbourg,https://www.phalsbourg.fr/,,31,57540,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1686,2024-03-23,2024-03-31,Louveciennes,,,267,LE FESTIVAL DU BRUIT QUI PENSE,www.bruitquipense.com,,11,78350,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES
1687,2024-05-19,2024-05-21,Choloy Menillot,,,242,Le Feu aux Planches,https://feuauxplanches.jimdo.com/,,22,54128,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1688,2024-06-23,2024-06-24,Calonne Ricouart,,,57,Le Forum Fait son Festival,,,20,62194,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1689,2024-01-18,2024-01-21,LE HAVRE,,,237,Le Goût des autres,https://legoutdesautres.lehavre.fr/,,31,76351,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1690,2024-04-19,2024-04-21,Vay,,,142,LE GRAND BAZAR A VAY,https://d.facebook.com/Festival-Le-Grand-Bazar-668336236541973/,,20,44214,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1691,2024-07-21,2024-07-23,VERDUN,,,199,Le Grand Festival,,,15,55545,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1692,2024-04-18,2024-04-21,Cucuron,,,179,Le Grand Ménage,http://www.legrandmenage.fr/accueil.html,,15,84042,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
1693,2024-08-25,2024-08-27,AGEN,,,234,LE GRAND PRUNEAU SHOW,http://www.grandpruneaushow.fr/,,34,47001,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1694,2024-07-20,2024-07-23,ST PIERRE DE CHARTREUSE,,,114,LE GRAND SON,www.legrandson.fr,,34,38442,MUSIQUES ACTUELLES,CHANSON
1695,2024-10-04,2024-10-14,Chartres de Bretagne,,,249,LE GRAND SOUFFLET,www.legrandsoufflet.fr,,22,35066,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE
1696,2024-06-06,2024-06-10,LE HAILLAN,,,164,LE HAILLAN CHANTÉ,http://www.ville-lehaillan.fr/,,11,33200,MUSIQUES ACTUELLES,CHANSON
1697,2024-06-02,2024-06-04,Bulligny,,,57,Le Jardin du Michel,,,16,54105,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1698,2024-07-01,2024-07-01,VOUNEUIL SOUS BIARD,,,247,LE LAVOIR ÉLECTRIQUE,www.lelavoirelectrique.com,,12,86297,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1699,2024-04-05,2024-04-07,METZ,,,156,Le livre à Metz - Festival littérature et journalisme,http://www.lelivreametz.com/,,11,57463,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1700,2024-09-13,2024-09-15,NANCY,,,125,Le Livre sur la place,http://www.lelivresurlaplace.fr/,,16,54395,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1701,2024-09-22,2024-09-23,JUMIEGES,,,139,LE LOUP VERT,https://www.leloupvert-festival.com,,27,76378,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1702,2024-03-02,2024-04-07,LE MANS,,,186,LE MANS POP FESTIVAL,http://www.lemanscitechanson.com,,32,72181,MUSIQUES ACTUELLES,CHANSON
1703,2024-06-25,2024-06-30,TOULOUSE,,,75,Le Marathon des mots,www.lemarathondesmots.com,,21,31555,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE
1704,2024-06-02,2024-08-16,PUGET SUR ARGENS,,,66,LE MAS DES ESCARAVATIERS,www.lemas-concert.com,,10,83099,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1705,2024-11-18,2024-01-01,PUGET SUR ARGENS,,,104,LE MAS D'HIVER,http://www.lemas-concert.com,,26,83099,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1706,2024-07-14,2024-07-15,EU,,,191,Le murmure du son,www.murmureduson.org,,15,76255,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES
1707,2024-11-22,2024-11-25,LILLE,,,190,LE PERE NOEL EST-IL UN ROCKER ?,http://www.leperenoelestilunrocker.com,,8,59350,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES
1708,2024-05-19,2024-05-21,RIVOLET,,,187,LE PETIT FESTIVAL DES DINDES FOLLES,www.dindesfolles.com,,29,69167,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT
1709,2024-10-13,2024-10-15,TARGON,,,117,LE PRESSOIR,www.acrocsproductions.com,,23,33523,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE
