id_festival,date_debut,date_fin,lieu_principal,nb_pass_dispo,nb_pass_indispo,nbPassTotal,nom_manifestation,site_web,tarif_pass,id_commune,id_domaine
1434,2024-10-06,2024-10-15,MARMANDE,0,0,214,JAZZ & GARONNE,http://www.djazzetgaronne.com,26,803,7
1435,2024-07-27,2024-07-29,BRIGNOLES,0,0,62,JAZZ À BRIGNOLES,www.jazzabrignoles.net,21,852,7
1436,2024-11-10,2024-11-12,MERIGNAC,0,0,204,JAZZ À CAUDÉRAN,www.actionjazz.fr,33,853,7
1437,2024-07-05,2024-07-08,COUCHES,0,0,221,JAZZ A COUCHES,https://www.jazzacouches.fr/,29,854,7
1441,2024-11-03,2024-12-09,GRIGNAN,0,0,283,JAZZ A GRIGNAN,http://www.chateaux-ladrome.fr/,35,855,7
1443,2024-07-21,2024-07-23,TORREILLES,0,0,112,JAZZ À JUHÈGUES,www.torreilles.fr,11,856,7
1444,2024-07-18,2024-07-22,JUNAS,0,0,90,JAZZ A JUNAS,www.jazzajunas.fr,12,857,7
1445,2024-12-15,2024-12-17,Evian Les Bains,0,0,251,JAZZ A LA GRANGE,https://www.evianresort.com/evenements/jazz-a-la-grange/,21,858,7
1446,2024-10-13,2024-11-04,GUERET,0,0,136,JAZZ À LA SOUT,www.jazz.lasout.com,15,245,7
1447,2024-08-31,2024-09-10,PARIS,0,0,172,JAZZ À LA VILLETTE,www.jazzalavillette.com,26,35,7
1448,2024-07-02,2024-09-01,Pleneuf Val Andre,0,0,105,JAZZ A L'AMIRAUTE,https://www.jazzalamiraute.fr/,28,859,7
1449,2024-02-10,2024-03-09,RENNES,0,0,135,JAZZ À L'ÉTAGE,www.jazzaletage.com,26,112,7
1450,2024-10-25,2024-10-30,ANGERS,0,0,70,JAZZ A L'HEURE D'ETE,http://www.jazzpourtous.com,18,42,7
1451,2024-07-26,2024-07-30,NARBONNE,0,0,59,JAZZ A L'HOSPITALET,http://www.chateau-hospitalet.com,34,123,7
1452,2024-11-07,2024-11-25,RENNES,0,0,259,JAZZ À L'OUEST,www.jazzalouest.com,10,112,7
1453,2024-07-12,2024-07-15,LUZ ST SAUVEUR,0,0,252,JAZZ A LUZ,www.jazzaluz.com,29,860,7
1454,2024-03-21,2024-04-11,MONTBRISON,0,0,260,JAZZ A MONTBRISON,http://www.theatredespenitents.fr,35,861,7
1455,2024-09-22,2024-09-22,MONTERBLANC,0,0,106,JAZZ A MONTERBLANC,http://www.notesetmots.fr/,13,862,7
1456,2024-07-07,2024-07-09,MONTONVILLERS,0,0,55,JAZZ A MONTONVILLERS,https://fr-fr.facebook.com/festivaldejazzdemontonvillers/,27,863,7
1457,2024-07-08,2024-07-12,PORQUEROLLES,0,0,120,JAZZ A PORQUEROLLES,http://www.jazzaporquerolles.org,25,660,7
1458,2024-08-17,2024-08-21,RAMATUELLE,0,0,102,JAZZ A RAMATUELLE,www.jazzaramatuelle.com,12,538,7
1459,2024-09-14,2024-09-16,ST REMY DE PROVENCE,0,0,150,JAZZ A SAINT REMY,www.jazzasaintremy.fr,35,695,7
1460,2024-05-16,2024-05-27,PARIS,0,0,145,Jazz à Saint-Germain-des-Prés,www.festivaljazzsaintgermainparis.com,20,35,7
1461,2024-07-13,2024-07-21,SETE,0,0,53,Jazz à Sète,www.jazzasete.com,28,128,7
1462,2024-07-08,2024-07-09,ST CANNAT,0,0,239,Jazz à St Cannat,,22,864,7
1463,2024-07-21,2024-07-30,TOULON,0,0,162,JAZZ À TOULON,http://www.jazzatoulon.com,11,182,7
1464,2024-03-15,2024-04-14,ST ARNOULT EN YVELINES,0,0,102,JAZZ À TOUTE HEURE,www.jazzatouteheure.com,27,865,7
1465,2024-06-29,2024-07-14,Vienne,0,0,249,Jazz à Vienne,www.jazzavienne.com,25,98,7
1466,2024-07-26,2024-08-02,VILLES SUR AUZON,0,0,167,JAZZ À VILLES SUR AUZON,https://www.jazzavillessurauzon.fr/,18,866,7
1467,2024-10-27,2024-10-29,ST AMARIN,0,0,174,JAZZ AMARINOIS,www.jazz-amarinois.fr,35,867,7
1468,2024-06-08,2024-06-17,LEOGNAN,0,0,213,JAZZ AND BLUES FESTIVAL DE LEOGNAN,www.jazzandblues-leognan.fr,17,868,7
1469,2024-08-25,2024-08-27,CLERMONT EN GENEVOIS,0,0,284,JAZZ AU CHATEAU A CLERMONT EN GENEVOIS,http://www.jazzclubannecy.com,26,869,7
1470,2024-11-10,2024-12-17,MONTMORENCY,0,0,61,JAZZ AU FIL DE L'OISE,www.jazzaufildeloise.fr,21,716,7
1471,2024-08-25,2024-08-26,St  Vincent sur Graon,0,0,154,JAZZ AU LAC,www.jazzaulac,16,870,7
1472,2024-10-19,2024-10-21,OLIVET,0,0,153,JAZZ AU MOULIN,www.mjcmoulin-olivet.org,14,871,7
1473,2024-08-05,2024-08-09,ST Clement des Baleines,0,0,110,Jazz au Phare,www.jazzauphare.com,14,872,7
1474,2024-09-07,2024-09-17,ST GENEST MALIFAUX,0,0,180,JAZZ AU SOMMET,www.jazzausommet.com,18,873,7
1475,2024-03-01,2024-03-31,MARSEILLE,0,0,108,JAZZ AU TETARD,http://www.letetard.com/mars-en-jazz-au-tetard/,34,2,7
1476,2024-11-23,2024-11-25,FONTAINEBLEAU,0,0,266,JAZZ AU THEATRE,http://www.festivaldjangoreinhardt.com,16,510,7
1477,2024-07-02,2024-07-30,COULOMMIERS,0,0,170,JAZZ AUX CAPUCINS,www.coulommiers.fr,29,874,7
1478,2024-11-09,2024-11-12,ANNECY,0,0,201,JAZZ AUX CARRÉS,www.mjc-annecylevieux.com,17,51,7
1478,2024-11-09,2024-11-12,ANNECY,0,0,201,JAZZ AUX CARRÉS,www.mjc-annecylevieux.com,17,712,7
1479,2024-06-17,2024-06-29,HEDE BAZOUGES,0,0,286,JAZZ AUX ECLUSES,http://www.jazzauxecluses.fr/,9,875,7
1481,2024-03-22,2024-07-14,PARTHENAY,0,0,204,JAZZ BAT LA CAMPAGNE,www.lejazzbatlacampagne.com,21,310,7
1482,2024-08-19,2024-08-26,CLUNY,0,0,241,JAZZ CAMPUS EN CLUNISOIS,www.jazzcampus.fr,24,458,7
1484,2024-04-30,2024-04-30,LYON,0,0,57,JAZZ DAY IN LYON,http://www.jazzday-lyon.com,17,9,7
1485,2024-08-12,2024-08-15,LUNEL,0,0,160,JAZZ DE LUNEL,www.ville-lunel.fr,25,878,7
1486,2024-03-02,2024-03-30,CHARTRES,0,0,179,JAZZ DE MARS,www.jazzdemars.com,18,242,7
1487,2024-10-24,2024-10-28,LE PLESSIER SUR ST JUST,0,0,144,JAZZ DU PLATEAU PICARD,www.plateaupicard.fr/,9,879,7
1488,2024-08-09,2024-08-12,LA CIOTAT,0,0,239,JAZZ EN AOÛT,www.jazzconvergences.com,9,880,7
1489,2024-07-26,2024-08-06,CAROLLES,0,0,191,JAZZ EN BAIE,www.jazzenbaie.com,10,881,7
1490,2024-05-29,2024-06-02,ST GAUDENS,0,0,50,JAZZ EN COMMINGES,www.jazzencomminges.com,32,597,7
1491,2024-07-26,2024-07-28,ANDERNOS LES BAINS,0,0,148,Jazz en liberté,https://www.andernos-jazz-festival.fr/,10,882,7
1492,2024-03-06,2024-03-10,TARNOS,0,0,215,JAZZ EN MARS,www.ville-tarnos.fr,19,883,7
1493,2024-11-20,2024-11-26,L AIGLE,0,0,290,JAZZ EN OUCHE,www.jazzenouche.com,14,884,7
1494,2024-06-14,2024-06-15,Le Triadou,0,0,63,JAZZ EN PIC SAINT LOUP,http://www.jazzajunas.fr/festival-jazz-en-pic-st-loup,27,885,7
1495,2024-08-21,2024-08-27,DINAN,0,0,136,JAZZ EN PLACE,www.jazzenplace.fr,24,886,7
1496,2024-08-18,2024-08-20,ST MARTIN DE RE,0,0,51,JAZZ EN RÉ,www.jazzenre.fr,28,887,7
1497,2024-07-06,2024-07-08,GREASQUE,0,0,73,JAZZ EN SOL MINEUR,www.jazzsolmineur.org,11,888,7
1498,2024-10-24,2024-10-28,CLERMONT FERRAND,0,0,139,Jazz en tête,www.jazzentete.com,15,99,7
1499,2024-09-14,2024-09-24,MONTLOUIS SUR LOIRE,0,0,162,JAZZ EN TOURAINE,www.jazzentouraine.com,11,889,7
1500,2024-10-04,2024-10-07,LA ROCHELLE,0,0,196,JAZZ ENTRE LES DEUX TOURS,www.jazzentrelesdeuxtours.fr,14,374,7
1501,2024-06-27,2024-06-30,BESANCON,0,0,77,Jazz et musique improvisée en Franche-Comté,http://www.aspro-impro.fr/,24,326,7
1502,2024-05-28,2024-06-01,MUNSTER,0,0,114,JAZZ FESTIVAL DE MUNSTER,www.jazzmunster.eu,18,890,7
1504,2024-08-16,2024-08-18,NIEUL SUR MER,0,0,149,JAZZ IN AOÛT,www.jazzinout.fr,14,891,7
1505,2024-05-09,2024-05-18,ARLES,0,0,128,JAZZ IN ARLES,http://www.lemejan.com,33,78,7
1506,2024-11-18,2024-11-26,LES ESSARTS LE ROI,0,0,267,JAZZ IN AUFFARGIS (automne),http://www.jazzinauffargis.fr/,24,892,7
1507,2024-03-16,2024-03-31,LES ESSARTS LE ROI,0,0,274,JAZZ IN AUFFARGIS (printemps),http://www.jazzinauffargis.fr/,10,892,7
1508,2024-03-29,2024-04-06,FOUGERES,0,0,273,JAZZ IN FOUGERES,www.le-coquelicot.fr/,32,783,7
1509,2024-08-04,2024-08-06,Langourla,0,0,89,JAZZ IN LANGOURLA,www.jazzinlangourla.com,28,552,7
1509,2024-08-04,2024-08-06,Langourla,0,0,89,JAZZ IN LANGOURLA,www.jazzinlangourla.com,28,893,7
1510,2024-07-28,2024-08-16,MARCIAC,0,0,95,Jazz in Marciac,www.jazzinmarciac.com,19,894,7
1511,2024-03-22,2024-03-31,BOIS GUILLAUME,0,0,292,JAZZ IN MARS,http://www.ville-bois-guillaume.fr/,30,895,7
1513,2024-09-01,2024-09-01,PLESCOP,0,0,90,JAZZ IN PLESCOP,www.jazzinplescop.fr,31,738,7
1514,2024-05-11,2024-05-14,Roscoff,0,0,269,JAZZ IN ROSKO,,31,896,7
1515,2024-07-20,2024-07-23,SANGUINET,0,0,82,JAZZ IN SANGUINET,www.sanguinet.com,22,897,7
1516,2024-09-29,2024-10-08,MONTREUIL,0,0,222,JAZZ METIS A MONTREUIL,https://festivaljazzmetis.wordpress.com,20,898,7
1517,2024-03-05,2024-03-17,ORTHEZ,0,0,251,JAZZ NATUREL,http://www.mairie-orthez.fr/,23,899,7
1518,2024-08-11,2024-08-13,PEISEY NANCROIX,0,0,293,JAZZ N'BOUF,www.festivaljazznbouf.wordpress.com,9,900,7
1519,2024-05-07,2024-05-12,Treveneuc,0,0,249,JAZZ O CHATEAU,www.jazzochateau.fr,11,901,7
1520,2024-04-09,2024-04-13,ORLEANS,0,0,95,JAZZ OR JAZZ,http://jazzorjazz.fr/,20,548,7
1521,2024-02-02,2024-02-10,Rouziers de Touraine,0,0,59,JAZZ SO NORD,www.sallequatrevents.com,32,578,7
1523,2024-08-04,2024-08-05,ROQUEFERE,0,0,98,JAZZ SOUS LES CHATAIGNIERS,www.jazz-roquefere.com,24,903,7
1524,2024-05-24,2024-06-01,COUTANCES,0,0,153,JAZZ SOUS LES POMMIERS,www.jazzsouslespommiers.com,9,904,7
1525,2024-11-06,2024-12-03,MARSEILLE,0,0,214,JAZZ SUR LA VILLE,www.jazzsurlaville.com,21,2,7
1526,2024-07-17,2024-08-13,CASSIS,0,0,202,JAZZ SUR LE TOIT,http://www.ot-cassis.com,18,905,7
1527,2024-09-15,2024-09-18,LYON,0,0,239,JAZZ SUR LES PLACES,www.jazzsurlesplaces.com,14,9,7
1528,2024-09-21,2024-09-24,ANGLET,0,0,122,JAZZ SUR L'HERBE / ANGLET JAZZ FESTIVAL,www.arcad64.fr/,17,147,7
1529,2024-10-13,2024-10-29,PARIS,0,0,224,JAZZ SUR SEINE,www.parisjazzclub.net,15,35,7
1530,2024-10-06,2024-10-22,TOULOUSE,0,0,129,JAZZ SUR SON 31,www.jazz31.hautegaronne.fr,28,1,7
1532,2024-10-25,2024-12-09,NANTES,0,0,146,JAZZ TEMPO,www.crdj.org,9,103,7
1534,2024-09-08,2024-09-10,BAR SUR AUBE,0,0,273,JAZZABAR,www.jazzabar.com,28,908,7
1535,2024-07-08,2024-07-08,SAUMUR,0,0,61,JAZZBULLES,http://www.ot-saumur.fr/,27,761,7
1536,2024-10-02,2024-10-31,ANNECY,0,0,117,JAZZCONTREBAND,www.jazzcontreband.com,30,51,7
1536,2024-10-02,2024-10-31,ANNECY,0,0,117,JAZZCONTREBAND,www.jazzcontreband.com,30,712,7
1537,2024-11-10,2024-11-24,STRASBOURG,0,0,119,JAZZDOR,http://www.jazzdor.com/,15,144,7
1538,2024-11-10,2024-11-24,STRASBOURG,0,0,192,JAZZDOR,www.jazzdor.com,14,144,7
1539,2024-09-23,2024-10-22,PERPIGNAN,0,0,62,JAZZEBRE,www.jazzebre.com,24,7,7
1540,2024-05-16,2024-05-24,CHATELLERAULT,0,0,182,JAZZELLERAULT,www.festival-jazzellerault.com,32,909,7
1541,2024-03-15,2024-03-30,CONFLANS STE HONORINE,0,0,212,JAZZENVILLE,www.jazzauconfluent.fr,32,177,7
1542,2024-08-25,2024-08-31,LISIEUX,0,0,227,JAZZITUDES,www.jazzitudes.com,18,910,7
1543,2024-11-25,2024-12-07,PARIS,0,0,126,JAZZ'N'KLEZMER,http://www.jazznklezmer.fr/,15,35,7
1544,2024-06-23,2024-07-01,Thionville,0,0,140,JAZZPOTE,www.jazzpote.com,29,911,7
1546,2024-07-16,2024-07-20,Nevez,0,0,209,JAZZ'Y KRAMPOUEZH,http://www.jazzy-krampouezh.fr/,17,912,7
1547,2024-10-31,2024-12-01,PARIS,0,0,82,JAZZYCOLORS,www.ficep.info/jazzycolors,34,35,7
1548,2024-05-31,2024-06-02,TOUL,0,0,119,JDM FESTIVAL (LE JARDIN DU MICHEL),http://www.jardin-du-michel.fr/,26,913,5
1549,2024-09-13,2024-09-23,PARIS,0,0,129,JERK OFF,http://www.festivaljerkoff.com,11,35,2
1550,2024-07-27,2024-08-17,BREST,0,0,100,JEUDIS DU PORT,https://www.brest.fr/brest-fr-accueil-3.html,19,79,3
1551,2024-07-13,2024-08-31,THONON LES BAINS,0,0,232,JEUDIS ELECTRO,www.lesjeudiselectro.com,25,914,3
1552,2024-06-06,2024-09-19,ST GEORGES DE DIDONNE,0,0,177,JEUDIS MUSICAUX,https://www.agglo-royan.fr/,23,838,8
1553,2024-02-01,2024-02-03,ORLEANS,0,0,140,Jeunes Gens Modernes,http://www.ccn-orleans.com/,30,548,36
1554,2024-05-30,2024-06-01,DINARD,0,0,228,JEUX DE VAGUES,http://www.festival-jeux-de-vagues.com/,11,331,8
1555,2024-06-30,2024-07-02,Gien,0,0,224,JEUX D'EAU,http://www.rencontresmusicalesdegien.fr/,22,915,8
1556,2024-07-15,2024-07-23,EPPE SAUVAGE,0,0,110,Joly Jazz en Avesnois,www.valjoly.com,26,916,7
1557,2024-09-08,2024-09-10,GRENOBLE,0,0,213,JOUR & NUIT,www.la-belle-electrique.com,34,104,3
1558,2024-03-16,2024-03-16,PARIS,0,0,137,Journée du livre politique,http://www.assemblee-nationale.fr/,29,35,24
1559,2024-02-07,2024-02-13,ST DENIS,0,0,113,Journées cinématographiques dionysiennes,https://www.lecranstdenis.org/,15,33,42
1559,2024-02-07,2024-02-13,ST DENIS,0,0,113,Journées cinématographiques dionysiennes,https://www.lecranstdenis.org/,15,153,42
1560,2024-04-13,2024-04-14,SAUMUR,0,0,270,Journées du livre et du vin,www.livreetvin.com,13,761,105
1561,2024-02-17,2024-02-18,PARIS,0,0,104,Journées du livre russe,http://journeesdulivrerusse.fr/,30,35,28
1562,2024-09-15,2024-09-17,ST HERBLAIN,0,0,116,Jours de fête,www.theatreonyx.fr/,10,105,2
1563,2024-03-28,2024-03-31,LA FERTE ST AUBIN,0,0,54,JOURS DE JAZZ,www.lafertesaintaubin.com,14,265,7
1564,2024-09-16,2024-09-16,Mazé,0,0,209,JUKE'BOSSE,,16,917,5
1565,2024-06-03,2024-06-23,PARIS,0,0,235,JUNE EVENTS,,17,35,37
1566,2024-05-11,2024-05-18,MARSEILLE,0,0,157,KADANS CARAIBE,http://www.kadans-caraibe.com,29,2,0
1567,2024-11-08,2024-12-17,PARIS,0,0,69,Kalypso,https://ccncreteil.com/kalypso/presentation/festival-kalypso,12,35,17
1568,2024-04-06,2024-04-07,PONTIVY,0,0,242,KAN AR BOBL,http://kanarbobl.org/,21,918,0
1569,2024-07-13,2024-07-16,Landerneau,0,0,290,KANN AL LOAR,www.kann-al-loar.bzh,28,773,0
1570,2024-10-11,2024-11-05,BRON,0,0,128,KARAVEL,www.festivalkaravel.com,33,189,37
1571,2024-08-26,2024-08-26,Guisseny,0,0,66,KER ZION,http://www.kerzion.com,20,919,5
1572,2024-06-15,2024-06-15,IVRY SUR SEINE,0,0,226,KILOWATT DUB FEST,http://lekilowatt.fr/,31,517,3
1573,2024-08-03,2024-08-06,TREIGNAC,0,0,178,KIND OF BELOU,www.kindofbelou.com,9,920,5
1575,2024-09-09,2024-09-30,PARIS,0,0,58,KIOSQUORAMA,www.kiosquorama.org,9,35,2
1576,2024-06-03,2024-06-09,SETE,0,0,175,K-LIVE,www.k-live.fr,16,128,106
1577,2024-11-17,2024-11-17,MONTPELLIER,0,0,290,KOA JAZZ FESTIVAL,www.festivalrencontreskoajazz.wordpress.com,29,29,7
1578,2024-07-21,2024-07-22,CARPENTRAS,0,0,226,Kolorz Festival Edition été,,25,529,3
1579,2024-02-09,2024-02-10,CARPENTRAS,0,0,123,Kolorz Festival Edition hiver,http://kolorzfestival.com,18,529,3
1580,2024-03-08,2024-03-10,PARIS,0,0,297,LAutre Salon,https://www.lautrelivre.fr/,31,35,24
1581,2024-09-06,2024-09-17,PARIS,0,0,272,LEtrange festival,http://www.etrangefestival.com/,24,35,42
1582,2024-07-14,2024-07-18,AVIGNON,0,0,283,LA ! C'EST DE LA MUSIQUE,http://www.lacestdelamusique.com,17,106,0
1583,2024-10-11,2024-10-13,LE MANS,0,0,118,La 25e Heure du livre,www.la25eheuredulivre.fr,31,136,24
1584,2024-05-31,2024-06-01,Bretignolles sur Mer,0,0,261,LA 7EME VAGUE,www.7vague.com,8,921,3
1585,2024-07-20,2024-08-18,LA BAULE,0,0,258,LA BAULE JAZZ FESTIVAL,www.mairie-labaule.fr/,21,353,7
1586,2024-03-09,2024-03-10,Fourques sur Garonne,0,0,206,La BD est dans le pré,,9,922,12
1587,2024-05-25,2024-05-26,PARIS,0,0,143,LA BIBLIOTHEQUE PARLANTE,https://www.bnf.fr/fr,10,35,24
1588,2024-03-29,2024-03-31,CHANTEIX,0,0,70,LA BOITE EN ZINC FAIT SON FESTIVAL,https://www.tuberculture.fr/sujet/boite-zinc/,23,431,5
1589,2024-06-24,2024-06-25,DUNKERQUE,0,0,243,La Bonne Aventure,,13,923,3
1590,2024-08-05,2024-08-05,Cheffois,0,0,99,La Bouillie à Sosso,www.labouillieasosso.fr,24,924,5
1591,2024-09-01,2024-09-03,Monein,0,0,68,La Cabanne des Arts,https://fr-fr.facebook.com/lacabannedesarts/,23,925,4
1592,2024-05-17,2024-05-19,MONTPELLIER,0,0,79,La Comédie du livre,https://comediedulivre.fr/,13,29,24
1593,2024-03-19,2024-04-17,MONTPELLIER,0,0,235,LA COMEDIE DU RIRE,http://www.montpellier3m.fr/comedie-du-rire-2019,25,29,10
1594,2024-07-07,2024-07-28,VIC LE COMTE,0,0,269,LA COMTÉ AU CLAIR DE LUNE,www.vic-le-comte.fr,29,926,3
1595,2024-10-13,2024-10-14,PARASSY,0,0,282,LA CUVEE DE PARASSY,http://festivaldeparassy.fr/,15,927,5
1596,2024-06-26,2024-07-02,PUTEAUX,0,0,192,LA DEFENSE JAZZ FESTIVAL,www.ladefensejazzfestival.hauts-de-seine.net,26,489,7
1597,2024-05-25,2024-06-10,LA ROCHE SUR YON,0,0,161,LA DEFERLANTE DE PRINTEMPS,,8,367,2
1598,2024-07-02,2024-09-01,LA ROCHE SUR YON,0,0,286,LA DEFERLANTE D'ETE,www.ladeferlante.com,33,367,2
1599,2024-05-12,2024-05-13,PARIS,0,0,226,LA DUBERIE,,27,35,3
1600,2024-07-07,2024-07-08,TOURNAN EN BRIE,0,0,210,LA FERME ELECTRIQUE,http://www.la-ferme-electrique.fr/,26,928,3
1601,2024-07-01,2024-07-01,Corbie,0,0,174,LA FETE DANS LA RUE A CORBIE,www.mairie-corbie.fr/fete-dans-la-rue-a-corbie,31,929,4
1602,2024-07-27,2024-07-29,COGNAC,0,0,215,LA FETE DU COGNAC,www.lafeteducognac.fr,9,267,3
1603,2024-09-08,2024-09-09,Geveze,0,0,53,LA FLUME ENCHANTEE,www.festival-laflumeenchantee.fr,20,930,5
1604,2024-01-31,2024-02-04,NANTES,0,0,176,La Folle Journée,www.follejournee.fr,27,103,8
1605,2024-02-01,2024-02-05,NANTES,0,0,294,LA FOLLE JOURNÉE EN RÉGION DES PAYS DE LA LOIRE,www.fra,31,103,8
1606,2024-01-12,2024-04-13,DIJON,0,0,280,LA FONTAINE DU RIRE,http://www.la-tete-de-mule.fr/,33,15,10
1607,2024-10-20,2024-10-22,PARIS,0,0,239,La Grande Échelle,http://www.lemonfort.fr/programmation/festival-la-grande-echelle,21,35,2
1608,2024-07-21,2024-07-22,LANDRESSE,0,0,291,LA GUERRE DU SON,www.laguerreduson.com,13,931,3
1609,2024-10-13,2024-10-14,IVRY SUR SEINE,0,0,95,LA JIMI,www.jimifestivaldemarne.org,13,517,3
1610,2024-03-16,2024-03-17,Mutzig,0,0,155,LA JOURNEE DE LA GUITARE A MUTZIG,www.jdlg.eu,12,932,5
1611,2024-07-25,2024-07-30,LA LONDE LES MAURES,0,0,221,LA LONDE JAZZ FESTIVAL,http://www.lalondejazzfestival.com,13,933,7
1612,2024-06-10,2024-06-10,LA LOUPE,0,0,118,LA LOUPE FAIT SON FESTIVAL,http://www.festivallaloupe-24.webself.net,27,934,9
1613,2024-06-13,2024-06-15,REIMS,0,0,78,LA MAGNIFIQUE SOCIETY,www.lamagnifiquesociety.com,19,784,3
1614,2024-05-10,2024-05-14,Hurigny,0,0,176,La Manufacture d'idées,http://lamanufacturedidees.org/,24,935,27
1615,2024-04-05,2024-04-06,ALES,0,0,145,La Meuh Folle,www.meuhfolle.com,31,295,5
1616,2024-08-24,2024-08-30,PONT A MOUSSON,0,0,141,la Mousson d'été,http://www.meec.org/,15,323,55
1617,2024-06-30,2024-07-02,NORT SUR ERDRE,0,0,225,LA NUIT DE L'ERDRE,www.lanuitdelerdre.fr,8,936,5
1618,2024-06-30,2024-07-01,DOUARNENEZ,0,0,165,LA NUIT DES SABLES BLANCS,http://lanuitdessablesblancs.fr/,9,483,5
1619,2024-06-15,2024-07-06,CABANNES,0,0,153,LA NUIT DU BLUES DE CABANNES,http://lanuitdubluesdecabannes.com,22,937,7
1620,2024-07-07,2024-07-09,THIERS,0,0,74,La Pamparina,www.pamparinalefestival.com,35,938,3
1621,2024-05-24,2024-05-26,ST MALO,0,0,238,LA PETITE VAGUE,https://lanouvellevague.org/actions-culturelles/la-petite-vague/,23,117,5
1622,2024-04-05,2024-04-07,SAILLY SUR LA LYS,0,0,186,LA PIPOSA,www.piposa.fr,28,939,0
1623,2024-07-29,2024-08-26,CREON,0,0,216,LA PISTE SOUS LES ETOILES,www.larural.fr/,31,238,4
1624,2024-05-04,2024-05-05,ARCACHON,0,0,58,La plage aux écrivains,http://www.arcachon.com/plage_aux_ecrivains.html,35,57,24
1625,2024-05-17,2024-05-18,Cormery,0,0,199,LA POULE A FACETTES,assoartlequin.wix.com/lapouleafacettes,34,940,5
1626,2024-09-15,2024-09-16,AUBERIVE,0,0,225,La Poule des Champs,www.lapouledeschamps.com,17,941,3
1627,2024-08-25,2024-08-27,Mauvaisin,0,0,74,LA POUTRE,http://lapoutre.festival.free.fr/,18,942,5
1628,2024-08-17,2024-08-20,ST MALO,0,0,205,La Route du rock,www.laroutedurock.com,18,117,5
1629,2024-02-20,2024-02-24,ST MALO,0,0,225,LA ROUTE DU ROCK - COLLECTION HIVER,www.laroutedurock.com,21,117,3
1630,2024-08-07,2024-08-26,NEXON,0,0,294,LA ROUTE DU SIRQUE,http://www.sirquenexon.com,21,943,26
1631,2024-06-14,2024-06-16,ST CHAMOND,0,0,219,LA RUE DES ARTISTES,www.laruedesartistes.fr,20,944,5
1632,2024-06-15,2024-06-17,AMIENS,0,0,292,La Rue est à Amiens,http://www.larueestaamiens.com/,27,49,25
1633,2024-08-24,2024-08-26,MOYRAZES,0,0,288,LA RUE EST A MOY,http://www.aveyron-culture.com/diffusio/contact/moyrazes/anim-a-moy_TFO118397.php,18,945,4
1634,2024-06-30,2024-07-01,Allaire,0,0,78,LA RUE RALE,https://www.facebook.com/laruerale/,9,946,107
1635,2024-03-25,2024-03-31,TOULOUSE,0,0,262,LA SEMAINE DU ROCK,www.progres-son.fr,21,1,3
1636,2024-07-07,2024-07-08,PLANFOY,0,0,73,LA TAWA,http://latawa.fr/,34,947,5
1637,2024-10-13,2024-11-26,NARBONNE,0,0,106,LA TEMPORA,www.culture.legrandnarbonne.com,35,123,2
1638,2024-06-15,2024-06-16,LYON,0,0,124,LA TERRASSE ECAM FESTIVAL,,23,9,5
1639,2024-03-13,2024-04-17,NANTERRE,0,0,258,LA TERRE EST A NOUS,http://www.nanterre.fr/,35,247,0
1640,2024-03-09,2024-03-16,ANGOULEME,0,0,182,LA TETE DANS LES NUAGES,www.theatre-angouleme.org,35,461,20
1641,2024-06-08,2024-06-08,VOISINS LE BRETONNEUX,0,0,129,LA TOUR MET LES WATTS,,14,948,3
1642,2024-10-06,2024-10-21,MUNSTER,0,0,245,LA VALLEE DES CONTES,http://valleedescontes.org/,28,890,50
1643,2024-09-15,2024-09-16,VALREAS,0,0,178,La Valse des As,https://fr-fr.facebook.com/pages/category/Community/la-Valse-des-As-123943874282786/,20,949,4
1644,2024-11-22,2024-11-24,CREIL,0,0,124,La Ville aux livres - Salon du livre et de la BD,http://www.lavilleauxlivres.com/,34,950,77
1645,2024-09-14,2024-09-17,SENS,0,0,106,LA VOIX DANS TOUS LES SENS,www.asso-ardev.com,14,951,2
1647,2024-09-28,2024-09-30,RODILHAN,0,0,149,Label Rue,www.labelrue.fr/,34,953,4
1648,2024-09-08,2024-09-10,Pressigny les Pins,0,0,224,LABEL VALETTE,http://www.labelvalettefest.com,10,954,88
1649,2024-04-02,2024-04-06,ANNECY,0,0,151,LAC IN BLUE,www.lac-in-blue.com,23,51,7
1649,2024-04-02,2024-04-06,ANNECY,0,0,151,LAC IN BLUE,www.lac-in-blue.com,23,712,7
1650,2024-05-28,2024-06-02,ST Quentin La Poterie,0,0,50,L'ACCORDEON PLEIN POT,https://www.officeculturel.com/events/festival-accordeon-plein-pot/,35,955,5
1651,2024-06-04,2024-06-08,PARIS,0,0,149,LACHER D'ARTISTES,http://www.manufacturechanson.org,13,35,9
1652,2024-09-21,2024-10-07,ST DENIS LA CHEVASSE,0,0,253,L'AIR D'EN RIRE,www.airdenrire.fr,23,956,10
1653,2024-05-10,2024-05-13,LIGNIERES,0,0,155,L'air du temps,www.bainsdouches-lignieres.fr,27,957,9
1654,2024-06-30,2024-07-01,EVRY,0,0,55,LAMANO FESTIVAL,,22,958,3
1655,2024-06-09,2024-06-11,CHAMPLIVE,0,0,76,l'Annuelle,http://artistesalacampagne.fr/presentation_de_l_annuelle.html,10,959,4
1656,2024-05-31,2024-08-01,PARIS,0,0,93,LAPLAGE A GLAZART,www.glazart.com,34,35,3
